JobTitle,JobSubCategories,Clean_Job_title
Betriebsmechaniker m / w / d,tech.81.86,Betriebsmechaniker m w d
CNC Produktionsmechaniker (m/w) im 2-Schichtbetrieb,tech.81.86,CNC Produktionsmechaniker im Schichtbetrieb
Betriebsmechaniker (m/w) 100%,tech.81.87,Betriebsmechaniker 
Schichtführer/in Elektronikproduktion,tech.72.73,Schichtführer Elektronikproduktion
Servicetechniker International (m/w/d) 100%,tech.81.87,Servicetechniker International 
Leiter AVOR (m/w),tech.89.93,Leiter AVOR 
Polymechaniker m/w (Festanstellung),tech.81.76,Polymechaniker Festanstellung
Technischer Sachbearbeiter Verkaufsinnendienst (a),tech.72.2032,Technischer Sachbearbeiter Verkaufsinnendienst a
CNC-Mechaniker/in Drehen 100%,tech.81.76,CNCMechaniker Drehen 
CNC Polymechaniker,tech.81.76,CNC Polymechaniker
Décolleteur CNC (h/f),tech.81.76,Décolleteur CNC hf
Contrôleur qualité,tech.66.71,Contrôleur qualité
Mechaniker Gerüstbau (m/w) im TRY&HIRE,tech.81.86,Mechaniker Gerüstbau im TRYHIRE
Polymechaniker/Mechaniker/Werkzeugmacher (m/w/d),tech.81.76,PolymechanikerMechanikerWerkzeugmacher 
Mitarbeiter:in technischer Unterhalt 100 %,tech.81.87,Mitarbeiter technischer Unterhalt 
Polymechaniker / Automatiker - Top Stundenlohn!,tech.81.83,Polymechaniker Automatiker Top Stundenlohn
"Polymechaniker, Automatiker, Anlagen- und Apparatebauer - TOP LOHN!",tech.81.76,Polymechaniker Automatiker Anlagen und Apparatebauer TOP LOHN
Servicetechniker (m/w/d) für gewerbliches Spülen in der Region Basel,tech.81.87,Servicetechniker für gewerbliches Spülen in der Region Basel
Montage Mitarbeiter (m/w) 100%,tech.72.73,Montage Mitarbeiter 
"Anlagenführer/in, 100%, 3-Schicht",tech.72.73,Anlagenführer Schicht
Polymechaniker / Automatiker - Top Stundenlohn!,tech.81.85,Polymechaniker Automatiker Top Stundenlohn
Mechaniker,tech.81.76,Mechaniker
Polymechaniker oder Schlosser oder Apparatebauer für den kaufmännischen Bereich (w/m/d),admin.45.49,Polymechaniker oder Schlosser oder Apparatebauer für den kaufmännischen Bereich 
Mechaniker/in 100%,tech.81.82,Mechaniker 
Betriebsmechaniker (m/w),tech.72.73,Betriebsmechaniker 
Technical Writer (m/w),tech.81.84,Technical Writer 
Technischer Kundenberater für den Innen (80%) und Aussendienst (20%) mit guten Englischkenntnissen,tech.81.76,Technischer Kundenberater für den Innen und Aussendienst mit guten Englischkenntnissen
Mécanicien de maintenance,tech.81.76,Mécanicien de maintenance
Horloger (H/F),tech.72.75,Horloger HF
Industriemechanikerin / Industriemechaniker 100% (Ressourcer*),tech.81.87,Industriemechanikerin Industriemechaniker Ressourcer
Lehrstelle Produktionsmechaniker/in 2023 (m/w/d),tech.81.87,Lehrstelle Produktionsmechaniker 
Mechaniker Kommunalfahrzeuge 100% (w/m/d),tech.81.87,Mechaniker Kommunalfahrzeuge 
Mechanical Assembly Technician,tech.72.151,Mechanical Assembly Technician
Monteur (m/w) 100%,tech.89.74,Monteur 
SYSTEMSPEZIALIST ELEKTRO (M/W/D),tech.72.73,SYSTEMSPEZIALIST ELEKTRO 
Technicien de maintenance H/ F,tech.81.87,Technicien de maintenance H F
Betriebsmechaniker/in,tech.81.85,Betriebsmechaniker
Mitarbeiter Unterhalt Gebäude und Infrastruktur (m/w/div),tech.81.87,Mitarbeiter Unterhalt Gebäude und Infrastruktur iv
Mitarbeiter Instandhaltungstechniker (w/m),tech.101.109,Mitarbeiter Instandhaltungstechniker 
Leiterin / Leiter Jumbo Logistik-Center,admin.35.38,Leiterin Leiter Jumbo LogistikCenter
Warenbewirtschafter*in (m/w) 80 - 100%,tech.101.108,Warenbewirtschafter 
Logistikerin / Logistiker EFZ,tech.101.108,Logistikerin Logistiker EFZ
Mitarbeiter Logistik m/w,admin.35.38,Mitarbeiter Logistik 
Logistikmitarbeiter Automotive (m/w/d) 100%,tech.101.108,Logistikmitarbeiter Automotive 
Mitarbeiter*in Logistik 50-100%,admin.35.38,Mitarbeiter Logistik 
Logistiker:in,admin.35.38,Logistiker
Logistiker m / w / d,tech.101.108,Logistiker m w d
Teammitglied agile Logistik,admin.35.38,Teammitglied agile Logistik
Mitarbeiter Bahnlogistik,tech.101.108,Mitarbeiter Bahnlogistik
"Logistikmitarbeitende (w/m/d, 100%)",tech.66.70,Logistikmitarbeitende 
MitarbeiterIn Logistik,admin.35.38,MitarbeiterIn Logistik
Mitarbeiter*in Logistik VZ 20-100%,admin.35.38,Mitarbeiter Logistik VZ 
Logistiker:in,admin.35.38,Logistiker
Logistiker EFZ / Logistikerin EFZ,admin.35.38,Logistiker EFZ Logistikerin EFZ
Mitarbeiter Logistik Kundenlager (m/w/d) 100%,tech.101.108,Mitarbeiter Logistik Kundenlager 
Produktionslogistiker*in,admin.35.38,Produktionslogistiker
"Leiter Disposition, Transporte und Spedition (m/w/d)",admin.35.38,Leiter Disposition Transporte und Spedition 
Collaborateur Export (H/F),admin.35.38,Collaborateur Export HF
Onsite Manager (MRO) (w/m/d),tech.101.108,Onsite Manager MRO 
Mitarbeiter Logistik Verpacken (m/w),tech.101.108,Mitarbeiter Logistik Verpacken 
Lehrstelle als Logistiker/-in EFZ,tech.101.108,Lehrstelle als Logistikerin EFZ
Sachbearbeiter Logistik und Produktion (m/w/d),tech.101.108,Sachbearbeiter Logistik und Produktion 
Logistiker/in EFZ /EBA im Herzen der Stadt Zürich,tech.101.108,Logistiker EFZ EBA im Herzen der Stadt Zürich
Logistiker*in 100% oder 50%,admin.35.38,Logistiker oder 
Disponent SIOP/PFEP (m/w/d),admin.35.38,Disponent SIOPPFEP 
Logistiker/in EFZ/EBA (100%),tech.101.108,Logistiker EFZEBA 
Logistiker/in EFZ/EBA Möglichkeit auf eine Festanstellung,tech.101.108,Logistiker EFZEBA Möglichkeit auf eine Festanstellung
Logistik-Mitarbeiter/in 100% - befristet für 3 Monate,tech.101.108,LogistikMitarbeiter befristet für Monate
Logistikassisent 2-Schicht,admin.35.38,Logistikassisent Schicht
Logistiker 100% (m/w/d),admin.35.38,Logistiker 
Logistikplaner:in,admin.35.38,Logistikplaner
Lehrstelle Logistiker/in EFZ,tech.101.108,Lehrstelle Logistiker EFZ
Lehrstelle als Logistiker/in EFZ (Fachrichtung Lager),tech.101.108,Lehrstelle als Logistiker EFZ Fachrichtung Lager
Lehrstelle Logistiker/in 2023 (m/w/d),tech.101.108,Lehrstelle Logistiker 
Apprenti-e Logisticien-ne CFC à la Pharmacie à Lausanne,tech.101.108,Apprentie Logisticienne CFC à la Pharmacie à Lausanne
Offre spontanée - Logistique,tech.101.108,Offre spontanée Logistique
Technicien de maintenance H/F,tech.81.87,Technicien de maintenance HF
Technicien de maintenance (H/F),tech.72.151,Technicien de maintenance HF
Technicien de maintenance industrielle à 100% H/F,tech.72.73,Technicien de maintenance industrielle à HF
Operative:r Anlagenmanager:in Betrieb & Instandhaltung,tech.101.109,Operativer Anlagenmanager Betrieb Instandhaltung
Betriebsmechanikerin / Betriebsmechaniker 100%,tech.81.87,Betriebsmechanikerin Betriebsmechaniker 
Operative:r Techniker:in Instandhaltung,tech.72.151,Operativer Techniker Instandhaltung
Instandhaltungsmitarbeiter/in Verteilnetzanlagen (100 %),tech.81.87,Instandhaltungsmitarbeiter Verteilnetzanlagen 
Transport Disponent/in 80 - 100%,admin.35.38,Transport Disponent 
.Sachbearbeiter Luftfracht Export (w/m/d) | Spedition,admin.35.38,Sachbearbeiter Luftfracht Export Spedition
Transportdisponent/in,admin.35.38,Transportdisponent
Transportdisponent*in,tech.101.109,Transportdisponent
Sachbearbeiter Spedition Luftfracht/LKW (m/w),admin.35.39,Sachbearbeiter Spedition LuftfrachtLKW 
Facility Manager,tech.101.19,Facility Manager
Specialist Technisches Facility Management,tech.89.74,Specialist Technisches Facility Management
SACHBEARBEITER/IN TRANSPORTLOGISTIK (LAND/SEE/LUFT),admin.35.38,SACHBEARBEITERIN TRANSPORTLOGISTIK LANDSEELUFT
Assistant Kooperationen (w/m) (Job-Sharing möglich),admin.45.51,Assistant Kooperationen JobSharing möglich
"Kauffrau Spedition Support, Innendienst (w/m/d)",admin.45.49,Kauffrau Spedition Support Innendienst 
Immobilienbewirtschafter / Immobilientreuhänder (100%),admin.9.13,Immobilienbewirtschafter Immobilientreuhänder 
Immobilienverwalter/-in oder Immobilien-Treuhänder/-in,admin.9.13,Immobilienverwalterin oder ImmobilienTreuhänderin
Senior Asset Manager Real Estate 80-100% (m/w/d),admin.9.13,Senior Asset Manager Real Estate 
Transaction Real Estate,tech.101.19,Transaction Real Estate
Transaction Real Estate 80-100%,admin.9.13,Transaction Real Estate 
"Immobilien-Bewirtschafter/in Rendite, m/w, 80-100%",admin.9.13,ImmobilienBewirtschafter Rendite 
"Immobilien-Bewirtschafter/in Stockwerkeigentum, m/w, 80 - 100%",admin.9.13,ImmobilienBewirtschafter Stockwerkeigentum 
Immobilienbewirtschafter:in Mietliegenschaften (80% - 100%),admin.9.13,Immobilienbewirtschafter Mietliegenschaften 
Produktionsmitarbeiter (m/w/d),tech.81.86,Produktionsmitarbeiter 
Produktionsmitarbeiter /-in 2-Schicht,tech.81.86,Produktionsmitarbeiter in Schicht
Immobilienbewirtschafter/in 50-100%,admin.9.13,Immobilienbewirtschafter 
"Sr Manager, Facilities & Engineering",tech.101.19,Sr Manager Facilities Engineering
Technischer Hauswart (m/w) - 100%,tech.101.19,Technischer Hauswart 
Facility Management Consultant (w|m),tech.101.19,Facility Management Consultant wm
Gebäudemanager (w/m/d),tech.101.19,Gebäudemanager 
Facility Services Manager,tech.101.19,Facility Services Manager
Building Manager,tech.101.19,Building Manager
Mandatsleiter/in im Facility Management (m/w/d),tech.101.19,Mandatsleiter im Facility Management 
Abteilungsleiter/in Industrie & Haustechnik 100%,tech.72.79,Abteilungsleiter Industrie Haustechnik 
Dipl. Radiologiefachfrau/-mann (MTRA) - Radio-Onkologie,service.111.114,Dipl Radiologiefachfraumann MTRA RadioOnkologie
Technische/-r Sachbearbeiter/-in Luftreinhaltung 80-100%-Pensum,tech.66.69,Technischer Sachbearbeiterin Luftreinhaltung Pensum
Dipl. Pflegefachperson 80-100 % HF/FH,service.111.115,Dipl Pflegefachperson HFFH
Berufsbeiständin / Berufsbeistand (80%),service.120.121,Berufsbeiständin Berufsbeistand 
Fachfrau/-mann Gesundheit EFZ (80 - 100%),service.111.115,Fachfraumann Gesundheit EFZ 
Dipl. Pflegefachfrau/-mann Überwachungsstation & Notaufnahme (90%) mit BSC / FH,service.111.115,Dipl Pflegefachfraumann Überwachungsstation Notaufnahme mit BSC FH
Pflegefachfrau/-mann HF/FH im Stundenlohn,service.111.115,Pflegefachfraumann HFFH im Stundenlohn
Dipl. Hebamme 60 - 100%,service.111.115,Dipl Hebamme 
Vigilance Assessor Risk Management 50-60 %,tech.66.70,Vigilance Assessor Risk Management 
Dipl. Hebamme als Berufsbildnerin (80-100%),service.111.115,Dipl Hebamme als Berufsbildnerin 
Automatiker Automation (m/w/d) 100% - Sondermaschinenbau,tech.81.82,Automatiker Automation Sondermaschinenbau
Aide Mécanicien junior (H/F),tech.72.75,Aide Mécanicien junior HF
Elektroinstallateur/Telematiker,tech.53.57,ElektroinstallateurTelematiker
Abteilungsleiter*in Kommunikation 100%,admin.40.41,Abteilungsleiter Kommunikation 
Mitarbeiter:in Empfang,admin.2.3,Mitarbeiter Empfang
PFLEGEFACHFRAU DIALYSE (M/W/D),service.111.115,PFLEGEFACHFRAU DIALYSE 
Senior Controller 100% (m/w/d),admin.9.12,Senior Controller 
Acheteur opérationnel (m/f) 50%,admin.35.37,Acheteur opérationnel 
Berufsschullehrperson mbA für den Berufkundlichen Unterricht 100% (26 Wochenlektionen):,service.120.123,Berufsschullehrperson mbA für den Berufkundlichen Unterricht Wochenlektionen
Registrar:in 75%,service.145.2035,Registrar 
Chef Gardemanger / Kalte Küche,service.126.128,Chef Gardemanger Kalte Küche
Gardemanger / kalte Küche,service.126.128,Gardemanger kalte Küche
Garde Manger/Patisserie 60-100% (m/w) ab Dezember/Januar 2023 oder nach Vereinbarung,service.126.128,Garde MangerPatisserie ab DezemberJanuar oder nach Vereinbarung
Führungsverantwortliche/r Nachtdienst (Kader),admin.2.154,Führungsverantwortlicher Nachtdienst Kader
Assistenzarzt (w/m/d) (40-100%),service.111.1283,Assistenzarzt 
Linux Engineer / System Engineer 100%,tech.53.2027,Linux Engineer System Engineer 
Assistenzärztinnen / Assistenzärzte (100%),service.111.1283,Assistenzärztinnen Assistenzärzte 
Assistenzarzt (w/m/d) (40-100%),service.111.1283,Assistenzarzt 
Assistenzarzt (w/m/d) 40-100%,service.111.1283,Assistenzarzt 
Assistenzärztin / Assistenzarzt Allgemeine Innere Medizin (w/m/d) 100%,service.111.1283,Assistenzärztin Assistenzarzt Allgemeine Innere Medizin 
Fachbereichsleiter:in Pflege stationärer Bereich 80% - 100%,admin.2.154,Fachbereichsleiter Pflege stationärer Bereich 
Ärztinnen und Ärzte,service.111.1283,Ärztinnen und Ärzte
Unterassistent*innen Medizin 100%,service.111.1283,Unterassistentnen Medizin 
Unterassistentin / Unterassistenten Frauenklinik 100%,service.111.1283,Unterassistentin Unterassistenten Frauenklinik 
Assistenzärztin:Assistenzarzt Radiologie 80% - 100% | befristet,service.111.1283,AssistenzärztinAssistenzarzt Radiologie befristet
Wahljahrstudent:in Chirurgie 100% | befristet,service.111.1283,Wahljahrstudent Chirurgie befristet
Assistenzärztin:arzt mit Weiterbildungsziel Allgemeine Innere Medizin 50% - 100% | befristet,service.111.1283,Assistenzärztinarzt mit Weiterbildungsziel Allgemeine Innere Medizin befristet
Oberärztin:arzt Neurologie 100%,service.111.1283,Oberärztinarzt Neurologie 
SAP Senior Beraterin CO (w/m),admin.2.6,SAP Senior Beraterin CO 
Bäcker Hausbäckerei Lyss,service.126.131,Bäcker Hausbäckerei Lyss
Chef de Partie mit Erfahrung,service.126.128,Chef de Partie mit Erfahrung
Responsable technique / sanitaire à 100%,tech.89.97,Responsable technique sanitaire à 
Leiter Technik und Entwicklung (m/w),tech.81.85,Leiter Technik und Entwicklung 
Technische/r Leiter/in,tech.89.74,Technischer Leiter
Assistenzarzt/Assistenzärztin Radiologie 100% (optional in Kombination mit Nuklearmedizin),service.111.1283,AssistenzarztAssistenzärztin Radiologie optional in Kombination mit Nuklearmedizin
Stv. Oberarzt / Oberärztin Gynäkologie und Geburtshilfe 80-100%,service.111.1283,Stv Oberarzt Oberärztin Gynäkologie und Geburtshilfe 
Oberärztin / Oberarzt Radiologie (Schwerpunkt Senologie),service.111.1283,Oberärztin Oberarzt Radiologie Schwerpunkt Senologie
Oberärztin/Oberarzt Frauenklinik 60-100%,service.111.1283,OberärztinOberarzt Frauenklinik 
"Enterprise DevOps, RDP",admin.2.154,Enterprise DevOps RDP
Bäcker Hausbäckerei Thun,service.126.131,Bäcker Hausbäckerei Thun
Koch (w/m/d),service.126.131,Koch 
"2 Mitarbeiter/innen für die Fischverarbeitung (bis zu 40 % im Stundenlohn, ab März 2023 40-60%)",service.126.131, Mitarbeiternen für die Fischverarbeitung bis zu im Stundenlohn ab März 
Bäcker*in / Konditor*in,service.126.131,Bäcker Konditor
Lehrstelle Fachrichtung B�ckerei-Konditorei,service.126.131,Lehrstelle Fachrichtung B�ckereiKonditorei
Leiter/eine Leiterin,service.126.131,Leitereine Leiterin
Kaderpraktikum Krafft Gruppe,admin.2.154,Kaderpraktikum Krafft Gruppe
Kaderpraktikum Krafft Gruppe,admin.2.154,Kaderpraktikum Krafft Gruppe
Grundversorger/-in (80 - 100%),service.111.1283,Grundversorgerin 
Unterassistentin 100% (m/w),service.111.1283,Unterassistentin 
Fachspezialist/in Betriebs- und Sicherheits- ausrüstungen (BSA) 100% - Arbeitsort Oensingen,admin.2.154,Fachspezialist Betriebs und Sicherheits ausrüstungen BSA Arbeitsort Oensingen
Research Assistant / Study Nurse UCAR 80%-100%,service.111.1283,Research Assistant Study Nurse UCAR 
Sales Manager Certification Services Schweiz (m/w/d),admin.45.48,Sales Manager Certification Services Schweiz 
Spezialist Finanzierung und Vertrieb (m/w/d),admin.20.24,Spezialist Finanzierung und Vertrieb 
Leiter Walther Bar | Lobby | Lounge (m/w/d),admin.2.6,Leiter Walther Bar Lobby Lounge 
Franchisenehmer (w/m) in Baden,admin.2.154,Franchisenehmer in Baden
Dipl. Pflegefachfrau:mann Neurologie 70% - 100%,service.111.1283,Dipl Pflegefachfraumann Neurologie 
Head of Business Development Germany 100%,admin.2.6,Head of Business Development Germany 
Head of Circular Economy (100%),admin.2.6,Head of Circular Economy 
Sachbearbeiter Expansion (m/w/d),admin.2.155,Sachbearbeiter Expansion 
Inhouse Consultant,admin.2.6,Inhouse Consultant
Leiter New Business - Digital Signage 100% (m/w/d),admin.40.36,Leiter New Business Digital Signage 
Product Manager,admin.40.36,Product Manager
Praktikant/in Atelier 80%,admin.2.154,Praktikant Atelier 
Chef de Partie,service.126.128,Chef de Partie
Chef de Partie,service.126.128,Chef de Partie
Koch / Köchin EFZ / Chef de partie,service.126.128,Koch Köchin EFZ Chef de partie
Chef de Partie,service.126.128,Chef de Partie
Chef de Partie (m/w),service.126.128,Chef de Partie 
Lehrstellen als Koch/Köchin,service.126.128,Lehrstellen als KochKöchin
Küchenchef w/m,service.126.128,Küchenchef 
Chef(fe) de partie A 100%,service.126.128,Cheffe de partie A 
Küchenchef (m/w/d) 100%,service.126.128,Küchenchef 
Junior Küchenchef (m/w/d) 100%,service.126.128,Junior Küchenchef 
Junior Sous Chef (m/w/d) 100%,service.126.128,Junior Sous Chef 
Chef de Partie (w/m) mit EFZ 100% (4 Tage / Woche),service.126.128,Chef de Partie mit EFZ Tage Woche
Chef de Partie im Tagesdienst Mo - Fr (m/w/d) 100%,service.126.128,Chef de Partie im Tagesdienst Mo Fr 
Leitung Gastronomie und Küchenchef (100%),service.126.127,Leitung Gastronomie und Küchenchef 
Chef de Partie (m/w) Restaurant Metropol und Brasserie Louis,service.126.128,Chef de Partie Restaurant Metropol und Brasserie Louis
Koch / Köchin (80%),service.126.128,Koch Köchin 
Patissière / Patissier 80-100%,service.126.131,Patissière Patissier 
Commis de Cuisine / Chef de Partie (H/F),service.126.128,Commis de Cuisine Chef de Partie HF
Chef de Partie,service.126.128,Chef de Partie
Chef de Partie (100%),service.126.128,Chef de Partie 
"Chef de partie, Commis de Cuisine - Hotel zur alten Gasse",service.126.128,Chef de partie Commis de Cuisine Hotel zur alten Gasse
Patissier (h/f),service.126.131,Patissier hf
Réceptionist/in 60-100%,service.126.133,Réceptionist 
Bauwerktrenner,tech.89.94,Bauwerktrenner
Bauwerktrenner EFZ,tech.89.94,Bauwerktrenner EFZ
Projektleiter/in Konstrukteur/in,tech.81.84,Projektleiter Konstrukteur
Responsable d'atelier H/F,tech.72.75,Responsable datelier HF
Bauwerktrenner (m/w/d) 100%,tech.89.94,Bauwerktrenner 
Bohrmeister,tech.89.94,Bohrmeister
BETONWERKTRENNER,tech.89.94,BETONWERKTRENNER
Oberflächenbeschichter/-in Galvanik (m/w/d),tech.101.104,Oberflächenbeschichterin Galvanik 
Mitarbeiter/in 100%,admin.2.2023,Mitarbeiter 
Beschichtungs- und Reparaturtechniker/in 100%,tech.101.104,Beschichtungs und Reparaturtechniker 
Beschichtungs- und Reparaturtechniker/in inkl. Aussendienst 100%,tech.101.104,Beschichtungs und Reparaturtechniker inkl Aussendienst 
Oberflächenbeschichter (m/w),tech.81.86,Oberflächenbeschichter 
Oberflächenbeschichter / in,tech.101.104,Oberflächenbeschichter in
Oberflächenpraktiker / in EBA,tech.101.104,Oberflächenpraktiker in EBA
Sandstrahler / Industrielackierer (m/w),tech.101.103,Sandstrahler Industrielackierer 
Oberflächenspezialist/in und Maler/in,tech.89.98,Oberflächenspezialist und Maler
O berflächenpraktiker EBA / Oberflächenbeschichter EFZ / Galvaniker,tech.101.104,O berflächenpraktiker EBA Oberflächenbeschichter EFZ Galvaniker
